applicationid,FINAL_PD,PRED
Д\286\011868772,0.005659799808896147,0.0
Д\286\011868881,0.004453875243938993,0.0
Д\286\011868882,0.0032669883315889,0.0
Д\286\011868914,0.004616746554107863,0.0
Д\286\011868934,0.005617578013973883,0.0
Д\286\011868953,0.004578837148968181,0.0
Д\286\011868972,0.003965058701847772,0.0
Д\286\011868983,0.006430691974485757,0.0
Д\286\011868989,0.0054489918213392035,0.0
Д\286\011869010,0.0060036020100476244,0.0
Д\286\011869015,0.006139538963237029,0.0
Д\286\011869022,0.0072877547361744925,0.0
Д\286\011869033,0.0040791285975383396,0.0
Д\286\011869035,0.008939899234894438,0.0
Д\286\011869050,0.004543854887494812,0.0
Д\286\011869081,0.010335668506118445,0.0
Д\286\011869111,0.008248112600089536,0.0
Д\286\011869138,0.007904468130619591,0.0
Д\286\011869170,0.00484284567704063,0.0
Д\286\011869198,0.005345754149218394,0.0
Д\286\011869262,0.00560264264506492,0.0
Д\286\011869274,0.003568749103390438,0.0
Д\286\011869346,0.005236597769276318,0.0
Д\286\011869371,0.007773505828877359,0.0
Д\286\011869414,0.004489905148553559,0.0
Д\286\011869460,0.00356703155523854,0.0
Д\286\011869478,0.003568749103390438,0.0
Д\286\011869493,0.00475980347081137,0.0
Д\286\011869534,0.003985047754042446,0.0
Д\286\011869535,0.007508058430498503,0.0
Д\286\011869541,0.005501238516544616,0.0
Д\286\011869571,0.0055940617996664155,0.0
Д\286\011869660,0.011356112887239868,0.0
Д\286\011869709,0.0057846231431214696,0.0
Д\286\011869770,0.0038507193883234665,0.0
Д\286\011869813,0.005034732795207029,0.0
Д\286\011869814,0.005906186459321659,0.0
Д\286\011869864,0.004613363418159846,0.0
Д\286\011869866,0.003134403770696835,0.0
Д\286\011869889,0.012010440278576446,0.0
Д\286\011869910,0.0037913003534857078,0.0
Д\286\011869912,0.004148464399572832,0.0
Д\286\011869917,0.007120161279103895,0.0
Д\286\011869922,0.00320124009317267,0.0
Д\286\011869974,0.004124634480336219,0.0
Д\286\011869995,0.0036899495056775516,0.0
Д\286\011870041,0.003566697230454688,0.0
Д\286\011870054,0.004438825161936792,0.0
Д\286\011870063,0.0038774045987152363,0.0
Д\286\011870074,0.00390905272758926,0.0
Д\286\011870094,0.004033814510950068,0.0
Д\286\011870095,0.004013671064759792,0.0
Д\286\011870110,0.00320124009317267,0.0
Д\286\011870125,0.003659180730511698,0.0
Д\286\011870145,0.003968512680449381,0.0
Д\286\011870165,0.0037771179823328014,0.0
Д\286\011870208,0.005072742493555313,0.0
Д\286\011870220,0.004350153773781332,0.0
Д\286\011870231,0.008387456372813162,0.0
Д\286\011870243,0.011245362262154427,0.0
Д\286\011870248,0.01787808611667103,0.0
Д\286\011870255,0.00514297596664619,0.0
Д\286\011870272,0.006257295530891344,0.0
Д\286\011870284,0.004881273491005099,0.0
Д\286\011870343,0.006073350874690018,0.0
Д\286\011870409,0.009661653212286226,0.0
Д\286\011870412,0.0036608000114897684,0.0
Д\286\011870413,0.003298720688780533,0.0
Д\286\011870418,0.004804341139700981,0.0
Д\286\011870423,0.004350255496879329,0.0
Д\286\011870433,0.005325066277949897,0.0
Д\286\011870456,0.0036636652623261664,0.0
Д\286\011870477,0.0036240075135271135,0.0
Д\286\011870486,0.005287208977265905,0.0
Д\286\011870507,0.003932410130113274,0.0
Д\286\011870523,0.0035095607032967894,0.0
Д\286\011870571,0.004414379190183768,0.0
Д\286\011870589,0.004372349482693652,0.0
Д\286\011870594,0.005219679635528986,0.0
Д\286\011870600,0.003406725953157002,0.0
Д\286\011870627,0.008322961488796205,0.0
Д\286\011870683,0.00419024348909577,0.0
Д\286\011870732,0.0040142023466532475,0.0
Д\286\011870780,0.008708324636964406,0.0
Д\286\011870807,0.0055158708259986445,0.0
Д\286\011870811,0.0063027392158880365,0.0
Д\286\011870821,0.006492040740134606,0.0
Д\286\011870828,0.009930022737477178,0.0
Д\286\011870844,0.0055743675285215705,0.0
Д\286\011870868,0.007658553344784172,0.0
Д\286\011870899,0.010369606534643635,0.0
Д\286\011870905,0.003340704794120649,0.0
Д\286\011870933,0.003408032020682023,0.0
Д\286\011870937,0.0037771179823328014,0.0
Д\286\011870961,0.005342559109034373,0.0
Д\286\011870973,0.003636353073186081,0.0
Д\286\011871034,0.005801891055189538,0.0
Д\286\011871051,0.005162372921301994,0.0
Д\286\011871055,0.003272651633000524,0.0
Д\286\011871138,0.00495960405652776,0.0
Д\286\011871139,0.0037611024668457826,0.0
Д\286\011871185,0.008516507513360189,0.0
Д\286\011871187,0.004069779204791755,0.0
Д\286\011871205,0.003231520008610353,0.0
Д\286\011871211,0.0052463291782931685,0.0
Д\286\011871235,0.004079653954035669,0.0
Д\286\011871245,0.005938212719627287,0.0
Д\286\011871247,0.0052415562185542195,0.0
Д\286\011871288,0.00442715488961046,0.0
Д\286\011871367,0.006992556553946809,0.0
Д\286\011871387,0.005369710175081338,0.0
Д\286\011871408,0.009701740861211915,0.0
Д\286\011871413,0.00460069490164178,0.0
Д\286\011871425,0.005065163945445881,0.0
Д\286\011871433,0.008219841070221817,0.0
Д\286\011871436,0.004654345965671276,0.0
Д\286\011871455,0.00463175937454674,0.0
Д\286\011871574,0.007324787305433593,0.0
Д\286\011871597,0.005033144420087697,0.0
Д\286\011871613,0.0031332022366402806,0.0
Д\286\011871638,0.004175674725532988,0.0
Д\286\011871651,0.007900512263037838,0.0
Д\286\011871674,0.006695625735415347,0.0
Д\286\011871700,0.0040102518654447,0.0
Д\286\011871739,0.011109314695788264,0.0
Д\286\011871758,0.01041234610569323,0.0
Д\286\011871760,0.004991045552627141,0.0
Д\286\011871830,0.005968547964967526,0.0
Д\286\011871851,0.00381217559362498,0.0
Д\286\011871967,0.007721069269598769,0.0
Д\286\011871982,0.006258315845066836,0.0
Д\286\011872000,0.003749800901127203,0.0
Д\286\011872044,0.004177920094218297,0.0
Д\286\011872062,0.003217788784466183,0.0
Д\286\011872067,0.0032655647581858803,0.0
Д\286\011872093,0.0043422525758965306,0.0
Д\286\011872129,0.0039649557337046405,0.0
Д\286\011872137,0.01618495664008369,0.0
Д\286\011872190,0.011520483398842426,0.0
Д\286\011872204,0.004511830922790472,0.0
Д\286\011872278,0.005578280474489419,0.0
Д\286\011872283,0.0032487401378428703,0.0
Д\286\011872302,0.022549939359563915,0.0
Д\286\011872314,0.003961683113250417,0.0
Д\286\011872330,0.003231520008610353,0.0
Д\286\011872376,0.0045570221723775384,0.0
Д\286\011872413,0.0031301392277539477,0.0
Д\286\011872419,0.00475141021029316,0.0
Д\286\011872444,0.004105211415833834,0.0
Д\286\011872454,0.005857519881592365,0.0
Д\286\011872455,0.0038448000658833194,0.0
Д\286\011872473,0.003340704794120649,0.0
Д\286\011872477,0.0036972574570275007,0.0
Д\286\011872504,0.0035102728137976617,0.0
Д\286\011872520,0.0038251674691269287,0.0
Д\286\011872607,0.005997279118731279,0.0
Д\286\011872616,0.006240005373751409,0.0
Д\286\011872630,0.0033905919448152817,0.0
Д\286\011872644,0.004658475893728336,0.0
Д\286\011872662,0.0032700415509130457,0.0
Д\286\011872664,0.00512301548821214,0.0
Д\286\011872666,0.006331343026397002,0.0
Д\286\011872680,0.004912011755480275,0.0
Д\286\011872730,0.003000099153222322,0.0
Д\286\011872742,0.0038956920435302355,0.0
Д\286\011872758,0.0034559141556699774,0.0
Д\286\011872784,0.007890608081724952,0.0
Д\286\011872842,0.003229529486877731,0.0
Д\286\011872916,0.0032531193436227544,0.0
Д\286\011872935,0.0034710524250696696,0.0
Д\286\011872964,0.005537407582689461,0.0
Д\286\011873032,0.021547034299161598,0.0
Д\286\011873098,0.0036589154655965865,0.0
Д\286\011873099,0.006990150947497679,0.0
Д\286\011873110,0.003593129562804498,0.0
Д\286\011873169,0.004558767222143647,0.0
Д\286\011873213,0.003199111584062885,0.0
Д\286\011873244,0.0040791285975383396,0.0
Д\286\011873358,0.0030021891788911802,0.0
Д\286\011873433,0.0034900585583747083,0.0
Д\286\011873448,0.0037781816704247147,0.0
Д\286\011873455,0.0030021891788911802,0.0
Д\286\011873515,0.0030021891788911802,0.0
Д\286\011873575,0.0072013790673503345,0.0
Д\286\011873614,0.0034057477289215713,0.0
Д\286\011873747,0.004107779077068944,0.0
Д\286\011873793,0.009275102469116735,0.0
Д\286\011873794,0.004709456546615115,0.0
Д\286\011873811,0.006955527707208808,0.0
Д\286\011873833,0.004867048104937312,0.0
Д\286\011873887,0.003420280435066042,0.0
Д\286\011873889,0.00441595574725474,0.0
Д\286\011873892,0.005851594792673415,0.0
Д\286\011873905,0.007966782546295861,0.0
Д\286\011873910,0.004831838244911339,0.0
Д\286\011874008,0.003615825864387106,0.0
Д\286\011874032,0.004093750800572303,0.0
Д\286\011874046,0.003968512680449381,0.0
Д\286\011874067,0.011463539002990547,0.0
Д\286\011874076,0.0051133146258912935,0.0
Д\286\011874087,0.0033583678101668166,0.0
Д\286\011874235,0.009275102469116735,0.0
Д\286\011874297,0.005869304866739065,0.0
Д\286\011874316,0.004175674725532988,0.0
Д\286\011874369,0.00560264264506492,0.0
